9789178034482,"LasseMajas sommarlovsbok. En dag på stranden",132
9789150943351,"Flickorna som sprang",133
9789113096605,"Vego i världsklass : Hållbar mat för en aktiv livsstil",134
9789188743121,"Handbok i inredning och styling",135
9789137152615,"Det första chiffret",136
9789137152684,"En bur av guld",137
